"commonnamegroupid","name","galenicformid","name_noaccent","publicName"
"2","ácido salicílico * 0,1 % + triamcinolona acetónido * 0,02 % ; uso cutáneo ; loción","266","ACIDO SALICILICO * 0,1 % + TRIAMCINOLONA ACETONIDO * 0,02 % ; USO CUTANEO ; LOCION","ACIDO SALICILICO 0,1 % + TRIAMCINOLONA ACETONIDO 0,02 % loción"
"9324","ácido acetilsalicílico * 324 mg + clorfenamina maleato * 2 mg + fenilefrina bitartrato * 15,58 mg ; vía oral ; comprimido efervescente","83","ACIDO ACETILSALICILICO * 324 MG + CLORFENAMINA MALEATO * 2 MG + FENILEFRINA BITARTRATO * 15,58 MG ; VIA ORAL ; COMPRIMIDO EFERVESCENTE","ACIDO ACETILSALICILICO 324 mg + CLORFENAMINA MALEATO 2 mg + FENILEFRINA BITARTRATO 15,58 mg comprimido efervescente"
"9325","ácido acetilsalicílico * 500 mg + clorfenamina maleato * 2 mg + fenilefrina bitartrato * 15,58 mg ; vía oral ; granulado efervescente","241","ACIDO ACETILSALICILICO * 500 MG + CLORFENAMINA MALEATO * 2 MG + FENILEFRINA BITARTRATO * 15,58 MG ; VIA ORAL ; GRANULADO EFERVESCENTE","ACIDO ACETILSALICILICO 500 mg + CLORFENAMINA MALEATO 2 mg + FENILEFRINA BITARTRATO 15,58 mg granulado efervescente"
"9326","ácido acetilsalicílico * 500 mg + clorfenamina maleato * 2 mg + fenilefrina clorhidrato * 7,5 mg ; vía oral ; comprimido efervescente","83","ACIDO ACETILSALICILICO * 500 MG + CLORFENAMINA MALEATO * 2 MG + FENILEFRINA CLORHIDRATO * 7,5 MG ; VIA ORAL ; COMPRIMIDO EFERVESCENTE","ACIDO ACETILSALICILICO 500 mg + CLORFENAMINA MALEATO 2 mg + FENILEFRINA CLORHIDRATO 7,5 mg comprimido efervescente"
"9327","ácido acetilsalicílico * 500 mg + glicina * 250 mg ; vía oral ; comprimido dispersable","79","ACIDO ACETILSALICILICO * 500 MG + GLICINA * 250 MG ; VIA ORAL ; COMPRIMIDO DISPERSABLE","ACIDO ACETILSALICILICO 500 mg + GLICINA 250 mg comprimido dispersable"
"9329","amikacina (sulfato) * 10 mg/ml ; vía parenteral ; solución para perfusión","531","AMIKACINA (SULFATO) * 10 MG/ML ; VIA PARENTERAL ; SOLUCION PARA PERFUSION","AMIKACINA (sulfato) 10 mg/ml solución para perfusión"
"9330","hidroxiprogesterona caproato * 500 mg/2 ml ; vía parenteral ; solución inyectable","476","HIDROXIPROGESTERONA CAPROATO * 500 MG/2 ML ; VIA PARENTERAL ; SOLUCION INYECTABLE","HIDROXIPROGESTERONA CAPROATO 500 mg/2 ml solución inyectable"
"9331","eribulina (mesilato) * 0,44 mg/ml ; vía parenteral ; solución inyectable","476","ERIBULINA (MESILATO) * 0,44 MG/ML ; VIA PARENTERAL ; SOLUCION INYECTABLE","ERIBULINA (mesilato) 0,44 mg/ml solución inyectable"
"9332","pentoxiverina citrato * 3,2 mg/ml ; vía oral ; jarabe","444","PENTOXIVERINA CITRATO * 3,2 MG/ML ; VIA ORAL ; JARABE","PENTOXIVERINA CITRATO 3,2 mg/ml jarabe"
"9333","ácido aminocaproico * 4 g ; vía oral + vía parenteral ; solución oral e inyectable","464","ACIDO AMINOCAPROICO * 4 G ; VIA ORAL + VIA PARENTERAL ; SOLUCION ORAL E INYECTABLE","ACIDO AMINOCAPROICO 4 g solución oral e inyectable"
"9334","bacitracina-zinc * 400 UI/g + hidrocortisona * 10 mg/g + neomicina sulfato * 3.400 UI/g + polimixina B sulfato * 5.000 UI/g ; uso cutáneo ; pomada","330","BACITRACINA-ZINC * 400 UI/G + HIDROCORTISONA * 10 MG/G + NEOMICINA SULFATO * 3.400 UI/G + POLIMIXINA B SULFATO * 5.000 UI/G ; USO CUTANEO ; POMADA","BACITRACINA-ZINC 400 UI/g + HIDROCORTISONA 10 mg/g + NEOMICINA SULFATO 3.400 UI/g + POLIMIXINA B SULFATO 5.000 UI/g pomada"
"9335","ácido ascórbico * 750 mg ; vía oral ; comprimido","59","ACIDO ASCORBICO * 750 MG ; VIA ORAL ; COMPRIMIDO","ACIDO ASCORBICO 750 mg comprimido"
"9336","amikacina (sulfato) * 5 mg/ml ; vía parenteral ; solución para perfusión","531","AMIKACINA (SULFATO) * 5 MG/ML ; VIA PARENTERAL ; SOLUCION PARA PERFUSION","AMIKACINA (sulfato) 5 mg/ml solución para perfusión"
"9337","amitriptilina clorhidrato * 25 mg ; vía oral ; cápsula dura","219","AMITRIPTILINA CLORHIDRATO * 25 MG ; VIA ORAL ; CAPSULA DURA","AMITRIPTILINA CLORHIDRATO 25 mg cápsula dura"
"9338","amitriptilina (hidrocloruro) * 25 mg + medazepam * 10 mg ; vía oral ; cápsula dura","219","AMITRIPTILINA (HIDROCLORURO) * 25 MG + MEDAZEPAM * 10 MG ; VIA ORAL ; CAPSULA DURA","AMITRIPTILINA (hidrocloruro) 25 mg + MEDAZEPAM 10 mg cápsula dura"
"9339","amitriptilina (hidrocloruro) * 12,5 mg + medazepam * 5 mg ; vía oral ; cápsula dura","219","AMITRIPTILINA (HIDROCLORURO) * 12,5 MG + MEDAZEPAM * 5 MG ; VIA ORAL ; CAPSULA DURA","AMITRIPTILINA (hidrocloruro) 12,5 mg + MEDAZEPAM 5 mg cápsula dura"
"9340","aminolevulinato de metilo (hidrocloruro) * 160 mg/g ; uso cutáneo ; crema","146","AMINOLEVULINATO DE METILO (HIDROCLORURO) * 160 MG/G ; USO CUTANEO ; CREMA","AMINOLEVULINATO DE METILO (hidrocloruro) 160 mg/g crema"
"9342","nítrico óxido * 98 % ; vía inhalatoria ; gas para inhalación","193","NITRICO OXIDO * 98 % ; VIA INHALATORIA ; GAS PARA INHALACION","NITRICO OXIDO 98 % gas para inhalación"
"9343","pentosano polisulfato sódico * 0,1 % ; uso cutáneo ; pomada","330","PENTOSANO POLISULFATO SODICO * 0,1 % ; USO CUTANEO ; POMADA","PENTOSANO POLISULFATO SODICO 0,1 % pomada"
"9344","benzocaína * 5 % ; vía gingival ; gel gingival","203","BENZOCAINA * 5 % ; VIA GINGIVAL ; GEL GINGIVAL","BENZOCAINA 5 % gel gingival"
"9345","benzocaína * 3 % + efedrina clorhidrato * 0,2 % ; vía rectal ; pomada rectal","337","BENZOCAINA * 3 % + EFEDRINA CLORHIDRATO * 0,2 % ; VIA RECTAL ; POMADA RECTAL","BENZOCAINA 3 % + EFEDRINA CLORHIDRATO 0,2 % pomada rectal"
"9346","bromfeniramina maleato * 3 mg + cafeína * 30 mg + paracetamol * 500 mg ; vía oral ; granulado para solución oral en sobre","1832","BROMFENIRAMINA MALEATO * 3 MG + CAFEINA * 30 MG + PARACETAMOL * 500 MG ; VIA ORAL ; GRANULADO PARA SOLUCION ORAL EN SOBRE","BROMFENIRAMINA MALEATO 3 mg + CAFEINA 30 mg + PARACETAMOL 500 mg granulado para solución oral en sobre"
"9347","budesónida * 50 µg/dosis ; vía inhalatoria ; suspensión para inhalación en envase a presión","577","BUDESONIDA * 50 µG/DOSIS ; VIA INHALATORIA ; SUSPENSION PARA INHALACION EN ENVASE A PRESION","BUDESONIDA 50 µg/dosis suspensión para inhalación en envase a presión"
"9349","bromfeniramina maleato * 3 mg + cafeína * 30 mg + paracetamol * 325 mg ; vía oral ; comprimido","59","BROMFENIRAMINA MALEATO * 3 MG + CAFEINA * 30 MG + PARACETAMOL * 325 MG ; VIA ORAL ; COMPRIMIDO","BROMFENIRAMINA MALEATO 3 mg + CAFEINA 30 mg + PARACETAMOL 325 mg comprimido"
"9350","cafeína * 25 mg + clorfenamina maleato * 4 mg + paracetamol * 650 mg ; vía oral ; polvo para solución oral en sobre","1811","CAFEINA * 25 MG + CLORFENAMINA MALEATO * 4 MG + PARACETAMOL * 650 MG ; VIA ORAL ; POLVO PARA SOLUCION ORAL EN SOBRE","CAFEINA 25 mg + CLORFENAMINA MALEATO 4 mg + PARACETAMOL 650 mg polvo para solución oral en sobre"
"9351","aluminio hidróxido * 600 mg/5 ml + magnesio hidróxido * 300 mg/5 ml ; vía oral ; suspensión oral","560","ALUMINIO HIDROXIDO * 600 MG/5 ML + MAGNESIO HIDROXIDO * 300 MG/5 ML ; VIA ORAL ; SUSPENSION ORAL","ALUMINIO HIDROXIDO 600 mg/5 ml + MAGNESIO HIDROXIDO 300 mg/5 ml suspensión oral"
"9352","capsaicina * 5,2 mg ; uso cutáneo ; apósito adhesivo medicamentoso","306","CAPSAICINA * 5,2 MG ; USO CUTANEO ; APOSITO ADHESIVO MEDICAMENTOSO","CAPSAICINA 5,2 mg apósito adhesivo medicamentoso"
"9353","capsaicina * 1,9 mg ; uso cutáneo ; apósito adhesivo medicamentoso","306","CAPSAICINA * 1,9 MG ; USO CUTANEO ; APOSITO ADHESIVO MEDICAMENTOSO","CAPSAICINA 1,9 mg apósito adhesivo medicamentoso"
"9354","carbocisteína * 500 mg ; vía oral ; comprimido","59","CARBOCISTEINA * 500 MG ; VIA ORAL ; COMPRIMIDO","CARBOCISTEINA 500 mg comprimido"
"9355","cianocobalamina * 1 mg + piridoxina clorhidrato * 250 mg + tiamina clorhidrato * 250 mg ; vía oral ; comprimido","59","CIANOCOBALAMINA * 1 MG + PIRIDOXINA CLORHIDRATO * 250 MG + TIAMINA CLORHIDRATO * 250 MG ; VIA ORAL ; COMPRIMIDO","CIANOCOBALAMINA 1 mg + PIRIDOXINA CLORHIDRATO 250 mg + TIAMINA CLORHIDRATO 250 mg comprimido"
"9356","ácido ascórbico * 500 mg + ácido aspártico * 350 mg + bicarbonato potásico * 2.502,5 mg ; vía oral ; comprimido efervescente","83","ACIDO ASCORBICO * 500 MG + ACIDO ASPARTICO * 350 MG + BICARBONATO POTASICO * 2.502,5 MG ; VIA ORAL ; COMPRIMIDO EFERVESCENTE","ACIDO ASCORBICO 500 mg + ACIDO ASPARTICO 350 mg + BICARBONATO POTASICO 2.502,5 mg comprimido efervescente"
"9358","clorfenamina maleato * 2 mg + dextrometorfano bromhidrato * 15 mg + paracetamol * 500 mg ; vía oral ; comprimido efervescente","83","CLORFENAMINA MALEATO * 2 MG + DEXTROMETORFANO BROMHIDRATO * 15 MG + PARACETAMOL * 500 MG ; VIA ORAL ; COMPRIMIDO EFERVESCENTE","CLORFENAMINA MALEATO 2 mg + DEXTROMETORFANO BROMHIDRATO 15 mg + PARACETAMOL 500 mg comprimido efervescente"
"9359","clorfenamina maleato * 4 mg + dextrometorfano bromhidrato * 20 mg + paracetamol * 650 mg ; vía oral ; granulado para solución oral","248","CLORFENAMINA MALEATO * 4 MG + DEXTROMETORFANO BROMHIDRATO * 20 MG + PARACETAMOL * 650 MG ; VIA ORAL ; GRANULADO PARA SOLUCION ORAL","CLORFENAMINA MALEATO 4 mg + DEXTROMETORFANO BROMHIDRATO 20 mg + PARACETAMOL 650 mg granulado para solución oral"
"9360","ácido acetilsalicílico * 500 mg + clorfenamina maleato * 2 mg + fenilefrina clorhidrato * 7,5 mg ; vía oral ; granulado efervescente","241","ACIDO ACETILSALICILICO * 500 MG + CLORFENAMINA MALEATO * 2 MG + FENILEFRINA CLORHIDRATO * 7,5 MG ; VIA ORAL ; GRANULADO EFERVESCENTE","ACIDO ACETILSALICILICO 500 mg + CLORFENAMINA MALEATO 2 mg + FENILEFRINA CLORHIDRATO 7,5 mg granulado efervescente"
"9361","clorfenamina maleato * 4 mg + paracetamol * 1 g + fenilefrina clorhidrato * 10 mg ; vía oral ; polvo para solución oral en sobre","1811","CLORFENAMINA MALEATO * 4 MG + PARACETAMOL * 1 G + FENILEFRINA CLORHIDRATO * 10 MG ; VIA ORAL ; POLVO PARA SOLUCION ORAL EN SOBRE","CLORFENAMINA MALEATO 4 mg + PARACETAMOL 1 g + FENILEFRINA CLORHIDRATO 10 mg polvo para solución oral en sobre"
"9362","clorfenamina maleato * 0,5 mg/ml + oximetazolina clorhidrato * 0,5 mg/ml ; vía nasal ; solución para pulverización nasal","541","CLORFENAMINA MALEATO * 0,5 MG/ML + OXIMETAZOLINA CLORHIDRATO * 0,5 MG/ML ; VIA NASAL ; SOLUCION PARA PULVERIZACION NASAL","CLORFENAMINA MALEATO 0,5 mg/ml + OXIMETAZOLINA CLORHIDRATO 0,5 mg/ml solución para pulverización nasal"
"9363","clorfenamina maleato * 4 mg + paracetamol * 650 mg + fenilefrina clorhidrato * 10 mg ; vía oral ; polvo para solución oral en sobre","1811","CLORFENAMINA MALEATO * 4 MG + PARACETAMOL * 650 MG + FENILEFRINA CLORHIDRATO * 10 MG ; VIA ORAL ; POLVO PARA SOLUCION ORAL EN SOBRE","CLORFENAMINA MALEATO 4 mg + PARACETAMOL 650 mg + FENILEFRINA CLORHIDRATO 10 mg polvo para solución oral en sobre"
"9364","clorfenamina maleato * 4 mg + paracetamol * 650 mg + fenilefrina clorhidrato * 10 mg ; vía oral ; polvo para suspensión oral en sobre","1812","CLORFENAMINA MALEATO * 4 MG + PARACETAMOL * 650 MG + FENILEFRINA CLORHIDRATO * 10 MG ; VIA ORAL ; POLVO PARA SUSPENSION ORAL EN SOBRE","CLORFENAMINA MALEATO 4 mg + PARACETAMOL 650 mg + FENILEFRINA CLORHIDRATO 10 mg polvo para suspensión oral en sobre"
"9365","clorfenamina maleato * 4 mg + paracetamol * 650 mg + pseudoefedrina clorhidrato * 30 mg ; vía oral ; granulado para solución oral en sobre","1832","CLORFENAMINA MALEATO * 4 MG + PARACETAMOL * 650 MG + PSEUDOEFEDRINA CLORHIDRATO * 30 MG ; VIA ORAL ; GRANULADO PARA SOLUCION ORAL EN SOBRE","CLORFENAMINA MALEATO 4 mg + PARACETAMOL 650 mg + PSEUDOEFEDRINA CLORHIDRATO 30 mg granulado para solución oral en sobre"
"9366","clorfenamina maleato * 4 mg + paracetamol * 500 mg + pseudoefedrina clorhidrato * 30 mg ; vía oral ; granulado para solución oral en sobre","1832","CLORFENAMINA MALEATO * 4 MG + PARACETAMOL * 500 MG + PSEUDOEFEDRINA CLORHIDRATO * 30 MG ; VIA ORAL ; GRANULADO PARA SOLUCION ORAL EN SOBRE","CLORFENAMINA MALEATO 4 mg + PARACETAMOL 500 mg + PSEUDOEFEDRINA CLORHIDRATO 30 mg granulado para solución oral en sobre"
"9367","clorfenamina maleato * 4 mg + paracetamol * 500 mg + pseudoefedrina clorhidrato * 30 mg ; vía oral ; cápsula dura","219","CLORFENAMINA MALEATO * 4 MG + PARACETAMOL * 500 MG + PSEUDOEFEDRINA CLORHIDRATO * 30 MG ; VIA ORAL ; CAPSULA DURA","CLORFENAMINA MALEATO 4 mg + PARACETAMOL 500 mg + PSEUDOEFEDRINA CLORHIDRATO 30 mg cápsula dura"
"9370","colchicina * 0,5 mg + dicicloverina hidrocloruro * 5 mg ; vía oral ; comprimido","59","COLCHICINA * 0,5 MG + DICICLOVERINA HIDROCLORURO * 5 MG ; VIA ORAL ; COMPRIMIDO","COLCHICINA 0,5 mg + DICICLOVERINA HIDROCLORURO 5 mg comprimido"
"9371","diazepam * 5 mg + piridoxina clorhidrato * 10 mg ; vía oral ; cápsula dura","219","DIAZEPAM * 5 MG + PIRIDOXINA CLORHIDRATO * 10 MG ; VIA ORAL ; CAPSULA DURA","DIAZEPAM 5 mg + PIRIDOXINA CLORHIDRATO 10 mg cápsula dura"
"9372","metamizol sódico * 250 mg + escopolamina butilbromuro * 10 mg ; vía oral ; comprimido","59","METAMIZOL SODICO * 250 MG + ESCOPOLAMINA BUTILBROMURO * 10 MG ; VIA ORAL ; COMPRIMIDO","METAMIZOL SODICO 250 mg + ESCOPOLAMINA BUTILBROMURO 10 mg comprimido"
"9373","doxiciclina (hiclato) * 44 mg ; vía gingival ; polvo y disolvente para gel gingival","1396","DOXICICLINA (HICLATO) * 44 MG ; VIA GINGIVAL ; POLVO Y DISOLVENTE PARA GEL GINGIVAL","DOXICICLINA (hiclato) 44 mg polvo y disolvente para gel gingival"
"9374","efedrina clorhidrato * 10 mg/ml ; vía parenteral ; solución inyectable","476","EFEDRINA CLORHIDRATO * 10 MG/ML ; VIA PARENTERAL ; SOLUCION INYECTABLE","EFEDRINA CLORHIDRATO 10 mg/ml solución inyectable"
"9377","estradiol valerato * 2 mg + noretisterona * 0,7 mg ; vía oral ; comprimido","59","ESTRADIOL VALERATO * 2 MG + NORETISTERONA * 0,7 MG ; VIA ORAL ; COMPRIMIDO","ESTRADIOL VALERATO 2 mg + NORETISTERONA 0,7 mg comprimido"
"9378","clorfenamina maleato * 4 mg + paracetamol * 500 mg + fenilefrina clorhidrato * 10 mg ; vía oral ; cápsula dura","219","CLORFENAMINA MALEATO * 4 MG + PARACETAMOL * 500 MG + FENILEFRINA CLORHIDRATO * 10 MG ; VIA ORAL ; CAPSULA DURA","CLORFENAMINA MALEATO 4 mg + PARACETAMOL 500 mg + FENILEFRINA CLORHIDRATO 10 mg cápsula dura"
"9379","clocinizina diclorhidrato * 5 mg + fenilpropanolamina hidrocloruro * 30 mg ; vía oral ; comprimido","59","CLOCINIZINA DICLORHIDRATO * 5 MG + FENILPROPANOLAMINA HIDROCLORURO * 30 MG ; VIA ORAL ; COMPRIMIDO","CLOCINIZINA DICLORHIDRATO 5 mg + FENILPROPANOLAMINA HIDROCLORURO 30 mg comprimido"
"9380","clocinizina diclorhidrato * 0,15 mg/ml + fenilpropanolamina hidrocloruro * 1,3 mg/ml ; vía oral ; jarabe","444","CLOCINIZINA DICLORHIDRATO * 0,15 MG/ML + FENILPROPANOLAMINA HIDROCLORURO * 1,3 MG/ML ; VIA ORAL ; JARABE","CLOCINIZINA DICLORHIDRATO 0,15 mg/ml + FENILPROPANOLAMINA HIDROCLORURO 1,3 mg/ml jarabe"
"9381","clocinizina diclorhidrato * 0,225 mg/ml + fenilpropanolamina hidrocloruro * 2 mg/ml ; vía oral ; jarabe","444","CLOCINIZINA DICLORHIDRATO * 0,225 MG/ML + FENILPROPANOLAMINA HIDROCLORURO * 2 MG/ML ; VIA ORAL ; JARABE","CLOCINIZINA DICLORHIDRATO 0,225 mg/ml + FENILPROPANOLAMINA HIDROCLORURO 2 mg/ml jarabe"
"9382","fosfato disódico * 32 mg/ml + fosfato monosódico * 139 mg/ml ; vía rectal ; solución rectal","546","FOSFATO DISODICO * 32 MG/ML + FOSFATO MONOSODICO * 139 MG/ML ; VIA RECTAL ; SOLUCION RECTAL","FOSFATO DISODICO 32 mg/ml + FOSFATO MONOSODICO 139 mg/ml solución rectal"
"9383","glicerol * 1,44 g ; vía rectal ; supositorio","555","GLICEROL * 1,44 G ; VIA RECTAL ; SUPOSITORIO","GLICEROL 1,44 g supositorio"
"9384","glicerol * 3,36 g ; vía rectal ; supositorio","555","GLICEROL * 3,36 G ; VIA RECTAL ; SUPOSITORIO","GLICEROL 3,36 g supositorio"
"9385","glicerol * 3,31 g ; vía rectal ; supositorio","555","GLICEROL * 3,31 G ; VIA RECTAL ; SUPOSITORIO","GLICEROL 3,31 g supositorio"
"9386","glicerol * 880 mg ; vía rectal ; supositorio","555","GLICEROL * 880 MG ; VIA RECTAL ; SUPOSITORIO","GLICEROL 880 mg supositorio"
"9387","glicerol * 2,93 g ; vía rectal ; supositorio","555","GLICEROL * 2,93 G ; VIA RECTAL ; SUPOSITORIO","GLICEROL 2,93 g supositorio"
"9388","glicerol * 894 mg ; vía rectal ; supositorio","555","GLICEROL * 894 MG ; VIA RECTAL ; SUPOSITORIO","GLICEROL 894 mg supositorio"
"9389","glicerol * 3,27 g ; vía rectal ; supositorio","555","GLICEROL * 3,27 G ; VIA RECTAL ; SUPOSITORIO","GLICEROL 3,27 g supositorio"
"9390","gluceptato potásico * 264 mg/ml ; vía oral ; solución oral","461","GLUCEPTATO POTASICO * 264 MG/ML ; VIA ORAL ; SOLUCION ORAL","GLUCEPTATO POTASICO 264 mg/ml solución oral"
"9392","hipromelosa * 3 mg/ml + sodio cloruro * 5,5 mg/ml ; vía oftálmica ; colirio en solución","53","HIPROMELOSA * 3 MG/ML + SODIO CLORURO * 5,5 MG/ML ; VIA OFTALMICA ; COLIRIO EN SOLUCION","HIPROMELOSA 3 mg/ml + SODIO CLORURO 5,5 mg/ml colirio en solución"
"9393","indapamida * 2,5 mg + perindopril tert-butilamina * 8 mg ; vía oral ; comprimido","59","INDAPAMIDA * 2,5 MG + PERINDOPRIL TERT-BUTILAMINA * 8 MG ; VIA ORAL ; COMPRIMIDO","INDAPAMIDA 2,5 mg + PERINDOPRIL TERT-BUTILAMINA 8 mg comprimido"
"9394","lidocaína clorhidrato * 2 g + pentosano polisulfato sódico * 1 g + triamcinolona acetónido * 0,01 g ; vía rectal ; pomada rectal","337","LIDOCAINA CLORHIDRATO * 2 G + PENTOSANO POLISULFATO SODICO * 1 G + TRIAMCINOLONA ACETONIDO * 0,01 G ; VIA RECTAL ; POMADA RECTAL","LIDOCAINA CLORHIDRATO 2 g + PENTOSANO POLISULFATO SODICO 1 g + TRIAMCINOLONA ACETONIDO 0,01 g pomada rectal"
"9395","magnesio fluoruro * 0,34 mg + magnesio bromuro * 7,17 mg + magnesio hidróxido * 125,06 mg ; vía oral ; comprimido","59","MAGNESIO FLUORURO * 0,34 MG + MAGNESIO BROMURO * 7,17 MG + MAGNESIO HIDROXIDO * 125,06 MG ; VIA ORAL ; COMPRIMIDO","MAGNESIO FLUORURO 0,34 mg + MAGNESIO BROMURO 7,17 mg + MAGNESIO HIDROXIDO 125,06 mg comprimido"
"9396","aluminio hidróxido * 600 mg + magnesio hidróxido * 300 mg ; vía oral ; comprimido masticable","63","ALUMINIO HIDROXIDO * 600 MG + MAGNESIO HIDROXIDO * 300 MG ; VIA ORAL ; COMPRIMIDO MASTICABLE","ALUMINIO HIDROXIDO 600 mg + MAGNESIO HIDROXIDO 300 mg comprimido masticable"
"9398","everolimus * 2,5 mg ; vía oral ; comprimido","59","EVEROLIMUS * 2,5 MG ; VIA ORAL ; COMPRIMIDO","EVEROLIMUS 2,5 mg comprimido"
"9400","glucosa * 5,5 % + manitol * 1 % + potasio cloruro * 0,149 % ; vía parenteral ; solución para perfusión","531","GLUCOSA * 5,5 % + MANITOL * 1 % + POTASIO CLORURO * 0,149 % ; VIA PARENTERAL ; SOLUCION PARA PERFUSION","GLUCOSA 5,5 % + MANITOL 1 % + POTASIO CLORURO 0,149 % solución para perfusión"
"9401","metilprednisolona (succinato sódico) * 8 mg ; vía parenteral ; polvo y disolvente para solución inyectable","369","METILPREDNISOLONA (SUCCINATO SODICO) * 8 MG ; VIA PARENTERAL ; POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE","METILPREDNISOLONA (succinato sódico) 8 mg polvo y disolvente para solución inyectable"
"9402","metilprednisolona (succinato sódico) * 20 mg ; vía parenteral ; polvo y disolvente para solución inyectable","369","METILPREDNISOLONA (SUCCINATO SODICO) * 20 MG ; VIA PARENTERAL ; POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE","METILPREDNISOLONA (succinato sódico) 20 mg polvo y disolvente para solución inyectable"
"9404","citrato sódico * 270 mg/3 ml + laurilsulfoacetato sódico * 27 mg/3 ml ; vía rectal ; solución rectal","546","CITRATO SODICO * 270 MG/3 ML + LAURILSULFOACETATO SODICO * 27 MG/3 ML ; VIA RECTAL ; SOLUCION RECTAL","CITRATO SODICO 270 mg/3 ml + LAURILSULFOACETATO SODICO 27 mg/3 ml solución rectal"
"9405","citrato sódico * 450 mg/5 ml + laurilsulfoacetato sódico * 45 mg/5 ml ; vía rectal ; solución rectal","546","CITRATO SODICO * 450 MG/5 ML + LAURILSULFOACETATO SODICO * 45 MG/5 ML ; VIA RECTAL ; SOLUCION RECTAL","CITRATO SODICO 450 mg/5 ml + LAURILSULFOACETATO SODICO 45 mg/5 ml solución rectal"
"9406","prucaloprida (succinato) * 1 mg ; vía oral ; comprimido","59","PRUCALOPRIDA (SUCCINATO) * 1 MG ; VIA ORAL ; COMPRIMIDO","PRUCALOPRIDA (succinato) 1 mg comprimido"
"9407","prucaloprida (succinato) * 2 mg ; vía oral ; comprimido","59","PRUCALOPRIDA (SUCCINATO) * 2 MG ; VIA ORAL ; COMPRIMIDO","PRUCALOPRIDA (succinato) 2 mg comprimido"
"9408","hexamidina diisetionato * 0,1 % ; uso cutáneo ; gel","195","HEXAMIDINA DIISETIONATO * 0,1 % ; USO CUTANEO ; GEL","HEXAMIDINA DIISETIONATO 0,1 % gel"
"9409","asenapina (maleato) * 5 mg ; vía sublingual  ; comprimido sublingual","141","ASENAPINA (MALEATO) * 5 MG ; VIA SUBLINGUAL  ; COMPRIMIDO SUBLINGUAL","ASENAPINA (maleato) 5 mg comprimido sublingual"
"9410","asenapina (maleato) * 10 mg ; vía sublingual  ; comprimido sublingual","141","ASENAPINA (MALEATO) * 10 MG ; VIA SUBLINGUAL  ; COMPRIMIDO SUBLINGUAL","ASENAPINA (maleato) 10 mg comprimido sublingual"
"9411","alfa-tocoferol acetato * 70 mg + piridoxina clorhidrato * 40 mg + retinol acetato * 30.000 UI ; vía oral ; comprimido","59","ALFA-TOCOFEROL ACETATO * 70 MG + PIRIDOXINA CLORHIDRATO * 40 MG + RETINOL ACETATO * 30.000 UI ; VIA ORAL ; COMPRIMIDO","ALFA-TOCOFEROL ACETATO 70 mg + PIRIDOXINA CLORHIDRATO 40 mg + RETINOL ACETATO 30.000 UI comprimido"
"9412","gelatina fluida modificada * 40 mg/ml ; vía parenteral ; solución para perfusión","531","GELATINA FLUIDA MODIFICADA * 40 MG/ML ; VIA PARENTERAL ; SOLUCION PARA PERFUSION","GELATINA FLUIDA MODIFICADA 40 mg/ml solución para perfusión"
"9413","floroglucinol * 160 mg ; vía oral ; liofilizado oral","278","FLOROGLUCINOL * 160 MG ; VIA ORAL ; LIOFILIZADO ORAL","FLOROGLUCINOL 160 mg liofilizado oral"
"9416","glucosa * 10 % + sodio cloruro * 0,45 % ; vía parenteral ; solución para perfusión","531","GLUCOSA * 10 % + SODIO CLORURO * 0,45 % ; VIA PARENTERAL ; SOLUCION PARA PERFUSION","GLUCOSA 10 % + SODIO CLORURO 0,45 % solución para perfusión"
"9417","ebastina * 10 mg ; vía oral ; comprimido bucodispersable","107","EBASTINA * 10 MG ; VIA ORAL ; COMPRIMIDO BUCODISPERSABLE","EBASTINA 10 mg comprimido bucodispersable"
"9419","glicerol * 6,14 ml ; vía rectal ; solución rectal","546","GLICEROL * 6,14 ML ; VIA RECTAL ; SOLUCION RECTAL","GLICEROL 6,14 ml solución rectal"
"9420","glicerol * 3,28 ml ; vía rectal ; solución rectal","546","GLICEROL * 3,28 ML ; VIA RECTAL ; SOLUCION RECTAL","GLICEROL 3,28 ml solución rectal"
